fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,exchange_code,exchange_name,avg_vol_3month,avg_vol_10day,total_net_assets,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,investment_strategy,fund_yield,inception_date,annual_holdings_turnover,investment_type,size_type,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,asset_stocks,asset_bonds,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,fund_price_cashflow_ratio,fund_price_earning_ratio,fund_price_sales_ratio,fund_bond_maturity,fund_bond_duration,fund_bonds_us_government,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_b,fund_bonds_below_b,fund_bonds_others,top10_holdings,top10_holdings_total_assets,returns_as_of_date,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,years_up,years_down,fund_return_2020,fund_return_2019,fund_return_2018,fund_return_2017,fund_return_2016,fund_return_2015,fund_return_2014,fund_return_2013,fund_return_2012,fund_return_2011,fund_return_2010,fund_return_2009,fund_return_2008,fund_return_2007,fund_return_2006,fund_return_2005,fund_return_2004,fund_return_2003,fund_return_2002,fund_return_2001,fund_return_2000,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years
ENZL,Anfield Universal Fixed Income ,Anfield Universal Fixed Income Fund Class C,Miscellaneous Region,Anfield,NGM,NasdaqGM,12303,18550.0,158816704.0,62.098,62.527,13.86,0.19325,71.72,-13.67,-0.1906,57.86,0.19,0.00328,"The investment seeks current income. The fund normally invests at least 80% of its net assets, including any borrowings for investment purposes, in a diversified portfolio of fixed income instruments. The principal investments of the fund include corporate bonds, U.S. government and agency securities, master-limited partnerships (""MLPs"") (tied to energy-related commodities), preferred securities, private debt, foreign sovereign bonds, convertible securities, bank loans, mortgage-backed securities, and cash equivalent instruments.",0.0217,2010-09-01,0.12,Blend,Medium,0.0051,0.0053,0.9976,0.0,0.046,0.1232,0.0392,0.0555,0.0175,0.0,0.2703,0.1062,0.0919,0.0211,0.2291,2.4,16.58,21.85,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FFRHX (""Fidelity© Floating Rate High Income""): 0.0535, VFSUX (""Vanguard Short-Term Investment-Grade Adm""): 0.0532, VWEAX (""Vanguard High-Yield Corporate Adm""): 0.0503, ""CIT Group, Inc. 5.8%"": 0.0276, ""Dupont De Nemours Inc 2.17%"": 0.0224, ""Aramark Services Inc. Floating Rate Due 04/1/2028"": 0.0216, ""General Motors Financial Company Inc 4.2%"": 0.0183, ""Citigroup Inc. 5.95%"": 0.0176, ""Oaktree CLO Ltd. 6.49%"": 0.0175, ""ECP CLO 2015-7 LTD/LLC 2.16%"": 0.0172",0.7103,2021-06-30,-0.0999,0.0,-0.0058,0.0,-0.0159,0.0,0.0936,0.1085,0.1082,0.1097,8.0,2.0,0.19799,0.29729,-0.00226,0.23904,0.11007,-0.01282,0.13032,0.13803,0.29236,0.01815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.91,1.05,64.85,20.04,0.57,10.92,1.44,0.9,1.0,56.69,17.56,0.62,10.95,6.38,0.9,1.02,55.88,18.15,0.64,11.72
EOPS,American Balanced Fund - Class ,American Funds American Balanced Fund Class F-3,None,American Funds,BTS,BATS,2850,1220.0,0.0,27.184,26.474,5.725,0.19479,29.39,-4.1711,-0.14192,23.665,1.5539,0.06566,"The investment seeks conservation of capital, current income and long-term growth of capital and income. The fund uses a balanced approach to invest in a broad range of securities, including common stocks and investment-grade bonds. It also invests in securities issued and guaranteed by the U.S. government and by federal agencies and instrumentalities. In addition, the fund may invest a portion of its assets in common stocks, most of which have a history of paying dividends, bonds and other securities of issuers domiciled outside the United States.",0.0,2021-06-09,0.0,None,None,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MSFT (""Microsoft Corp""): 0.0378, AVGO (""Broadcom Inc""): 0.0245, UNH (""UnitedHealth Group Inc""): 0.0207, TSM. TW (""Taiwan Semiconductor Manufacturing Co Ltd ADR""): 0.0183, ""Federal National Mortgage Association 2.5%"": 0.0173, CMCSA (""Comcast Corp Class A""): 0.0165, PM (""Philip Morris International Inc""): 0.0162, HD (""The Home Depot Inc""): 0.0134, JPM (""JPMorgan Chase & Co""): 0.0133, FB (""Facebook Inc A""): 0.0125",0.0,1970-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQAL,AAM/Bahl & Gaynor Income Growth,AAM/Bahl & Gaynor Income Growth Fund Class I,Mid-Cap Blend,AAM,PCX,NYSEArca,53314,164750.0,665635840.0,46.548,45.196,10.33,0.21414,48.24,-3.29,-0.0682,37.91,7.04,0.1857,"The investment seeks current and growing income, secondarily downside protection and thirdly long-term capital appreciation. Under normal market conditions, the fund invests at least 80% of its assets plus borrowings for investment purposes in equity securities, primarily common stock, of companies that have historically paid dividends and have strong dividend policies. Although the fund may invest in any size companies, it primarily invests in large capitalization companies. Under normal market conditions, it typically invests in a diversified portfolio of 35 to 50 securities spread across a variety of economic sectors.",0.0149,2014-12-23,0.29,Blend,Medium,0.002,0.0047,1.0,0.0,0.083,0.0708,0.0804,0.0841,0.0811,0.0919,0.0985,0.0911,0.0897,0.1521,0.0773,2.84,12.91,22.74,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TXN (""Texas Instruments Inc""): 0.0439, JPM (""JPMorgan Chase & Co""): 0.0413, MSFT (""Microsoft Corp""): 0.0388, NEE (""NextEra Energy Inc""): 0.036, HD (""The Home Depot Inc""): 0.0343, AVGO (""Broadcom Inc""): 0.0323, APD (""Air Products & Chemicals Inc""): 0.0309, MRK (""Merck & Co Inc""): 0.0309, BLK (""BlackRock Inc""): 0.0305, PEP (""PepsiCo Inc""): 0.0303",0.0476,2021-06-30,0.1815,0.0901,0.0063,0.0012,0.0674,0.0465,0.5146,0.1497,0.1457,0.0,4.0,2.0,0.16399,0.24553,-0.08906,0.1718,0.16067,-0.04203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.04,1.22,1.4,92.63,23.45,0.66,11.29,-5.22,1.19,1.28,90.95,18.66,0.76,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQL,Archer Focus Fund,Archer Focus Fund,Large Blend,Archer,PCX,NYSEArca,3358,2870.0,210116528.0,104.735,100.158,24.02,0.22169,108.35,-4.104,-0.03788,84.33,19.916,0.23617,"The investment seeks long-term growth of capital. The fund is a ""non-diversified"" portfolio investing in equity securities, primarily in common stocks of domestic companies and ADRs of foreign companies, that are selected for their long-term growth potential. It may invest in companies of any size. Under normal conditions, the fund will normally hold a core position of 50 common stocks, although the number of securities held by it may occasionally exceed this range. It is non-diversified.",0.0177,2009-07-06,0.0,Blend,Large,0.0028,0.0036,0.998,0.0,0.0789,0.0917,0.0977,0.0935,0.0914,0.1025,0.0925,0.0924,0.0889,0.0828,0.0878,3.45,15.95,26.06,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JPM (""JPMorgan Chase & Co""): 0.0369, GOOGL (""Alphabet Inc A""): 0.0338, TMO (""Thermo Fisher Scientific Inc""): 0.0329, NVDA (""NVIDIA Corp""): 0.0321, C (""Citigroup Inc""): 0.0316, PWR (""Quanta Services Inc""): 0.0315, HON (""Honeywell International Inc""): 0.0312, FDX (""FedEx Corp""): 0.0304, DELL (""Dell Technologies Inc Class C""): 0.0288, MA (""Mastercard Inc A""): 0.0287",0.912,2021-06-30,0.1704,0.075,0.0078,-0.0025,0.0714,0.032,0.4025,0.1546,0.1432,0.1276,9.0,2.0,0.10719,0.27843,-0.06005,0.18134,0.13223,-0.01676,0.13048,0.30176,0.1451,0.02597,0.15648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.33,0.98,1.35,97.24,18.34,0.81,14.65,-2.43,0.97,1.21,96.74,14.75,0.9,13.59,-1.4,0.97,1.08,97.19,13.3,0.92,12.57
EQOP,Aperture International Equity F,Aperture International Equity Fund Class X Shares,None,Aperture Investors,PCX,NYSEArca,29085,90.0,13995050.0,35.781,34.081,9.19,0.24738,37.15,-2.7665,-0.07447,27.96,6.4235,0.22974,"The investment seeks a return in excess of the MSCI ACWI ex-US Index (the ""index""). Under normal circumstances, the fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities. It will invest primarily in securities economically tied to non-U.S. countries, including emerging market countries. The fund seeks to achieve its objective primarily by taking long and short positions in equity securities. It is non-diversified.",0.0,2020-09-16,0.06,Blend,Large,0.009,0.0,0.0,0.0,0.0,0.1698,0.1415,0.0525,0.0403,0.2477,0.1078,0.0832,0.0,0.1571,0.0,2.81,16.56,27.05,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Msci Acwi Index Trs"": 0.1499, ""United States Treasury Bills 0%"": 0.081, FMAEH3 (""Msci Ac World Ex Us""): 0.0563, MFSM21 (""MSCI EAFE Index Future June 21""): 0.0289, 01398 (""Industrial And Commercial Bank Of China Ltd Class H""): 0.0243, BNR. DE (""Brenntag SE""): 0.0237",0.2928,2021-05-31,0.1827,0.0,0.022,0.0,0.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQRR,Alger Mid Cap Focus Fund Class ,Alger Mid Cap Focus Fund Class I,Large Value,Alger,NGM,NasdaqGM,4180,4210.0,7848376.0,51.152,48.619,15.6,0.2929,53.26,-4.19,-0.07867,37.66,11.41,0.30297,"The investment seeks long-term capital appreciation. Under normal circumstances, the fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities of mid-cap companies. In addition, under normal market conditions, it invests at least 25% of its total assets in companies in the following group of industries: Health Care Equipment & Supplies, Health Care Technology, Biotechnology, Life Sciences Tools & Services, and/or Software, as defined by third party sources. The fund may have 25% or more of its total assets invested in any one of these industries. It is non-diversified.",0.0151,2017-07-24,0.0,Value,Large,0.0035,0.0034,0.9983,0.0,0.156,0.0631,0.0211,0.0,0.2592,0.3351,0.0,0.1245,0.0,0.041,0.0,2.3,12.69,20.06,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"XPO (""XPO Logistics Inc""): 0.031, HUBS (""HubSpot Inc""): 0.0305, MIDD (""The Middleby Corp""): 0.0299, NET (""Cloudflare Inc""): 0.0297, SBNY (""Signature Bank""): 0.0291, DKNG (""DraftKings Inc Ordinary Shares - Class A""): 0.0287, USFD (""US Foods Holding Corp""): 0.0277, CRWD (""CrowdStrike Holdings Inc Class A""): 0.0276, HRI (""Herc Holdings Inc""): 0.0274, ALGN (""Align Technology Inc""): 0.0271",0.2883,2021-06-30,0.2971,0.109,-0.0149,-0.001,0.0754,0.0326,0.6916,0.0302,0.0,0.0,1.0,2.0,-0.09781,0.19397,-0.17878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.42,1.65,0.75,81.61,33.84,0.23,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQWL,Aperture International Equity F,Aperture International Equity Fund Institutional Shares,Large Blend,Aperture Investors,PCX,NYSEArca,4596,5620.0,97432920.0,83.528,80.192,19.78,0.22856,86.54,-4.0325,-0.0466,66.76,15.7475,0.23588,"The investment seeks a return in excess of the MSCI ACWI ex-US Index (the ""index""). Under normal circumstances, the fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities. It will invest primarily in securities economically tied to non-U.S. countries, including emerging market countries. The fund seeks to achieve its objective primarily by taking long and short positions in equity securities. It is non-diversified.",0.0166,2006-12-01,0.2,Value,Large,0.0025,0.0036,0.9988,0.0,0.0287,0.0916,0.1022,0.1092,0.0301,0.1673,0.1606,0.1185,0.0198,0.1335,0.0386,3.33,13.81,24.23,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Msci Acwi Index Trs"": 0.1499, ""United States Treasury Bills 0%"": 0.081, FMAEH3 (""Msci Ac World Ex Us""): 0.0563, MFSM21 (""MSCI EAFE Index Future June 21""): 0.0289, 01398 (""Industrial And Commercial Bank Of China Ltd Class H""): 0.0243, BNR. DE (""Brenntag SE""): 0.0237",0.1106,2021-06-30,0.1856,0.075,0.0103,-0.0025,0.0752,0.032,0.4567,0.1716,0.1772,0.1457,11.0,3.0,0.13761,0.29488,-0.05675,0.23662,0.13786,-0.01766,0.14081,0.35637,0.13447,0.02714,0.14041,0.20191,-0.33337,0.09445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24,1.01,1.49,96.4,19.09,0.87,15.95,-0.26,1.0,1.44,95.93,15.36,1.05,16.14,0.15,0.97,1.22,95.29,13.52,1.03,14.36
ERSX,Alger Mid Cap Focus Fund Class ,Alger Mid Cap Focus Fund Class Z,Foreign Small/Mid Growth,Alger,PCX,NYSEArca,2598,4250.0,42366720.0,23.756,23.644,8.31,0.28227,29.44,-8.1755,-0.2777,21.13,0.1345,0.00637,"The investment seeks long-term capital appreciation. Under normal circumstances, the fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities of mid-cap companies. In addition, under normal market conditions, it invests at least 25% of its total assets in companies in the following group of industries: Health Care Equipment & Supplies, Health Care Technology, Biotechnology, Life Sciences Tools & Services, and/or Software, as defined by third party sources. The fund may have 25% or more of its total assets invested in any one of these industries. It is non-diversified.",0.0047,2018-12-27,1.39,Growth,Medium,0.0075,0.008,0.0,0.0,0.0,0.2875,0.1727,0.0032,0.0,0.0596,0.1316,0.0552,0.0574,0.2328,0.0,6.5,23.38,32.36,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"XPO (""XPO Logistics Inc""): 0.031, HUBS (""HubSpot Inc""): 0.0305, MIDD (""The Middleby Corp""): 0.0299, NET (""Cloudflare Inc""): 0.0297, SBNY (""Signature Bank""): 0.0291, DKNG (""DraftKings Inc Ordinary Shares - Class A""): 0.0287, USFD (""US Foods Holding Corp""): 0.0277, CRWD (""CrowdStrike Holdings Inc Class A""): 0.0276, HRI (""Herc Holdings Inc""): 0.0274, ALGN (""Align Technology Inc""): 0.0271",0.3919,2021-06-30,0.045,-0.0081,0.0506,-0.0167,0.0704,0.0217,0.4496,0.0,0.0,0.0,2.0,0.0,0.35192,0.1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERTH,AmericaFirst Income Fund Class ,AmericaFirst Income Fund Class A,Miscellaneous Sector,AmericaFirst Funds,PCX,NYSEArca,23635,22710.0,427715744.0,68.445,70.421,22.52,0.26861,83.84,-17.82999,-0.21267,61.32,4.69,0.07648,"The investment seeks a high rate of current income with less volatility than common stocks as measured by the standard deviation; it seeks total return as a secondary investment objective. The fund invests in a portfolio of high income securities that may include stocks, preferred stocks, master limited partnerships, convertible preferred stock, convertible bonds, real estate investment trusts, and bonds selected by applying a rules-based model.",0.0051,2006-10-24,1.4,Growth,Medium,0.0058,0.0067,0.9975,0.0,0.0386,0.0003,0.2037,0.0308,0.0074,0.0031,0.0007,0.3076,0.172,0.1679,0.068,2.61,19.06,25.53,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POIXX (""Federated Hermes Instl Prime Obl IS""): 0.0765, NRG (""NRG Energy Inc""): 0.0232, LLY (""Eli Lilly and Co""): 0.0213, WELL (""Welltower Inc""): 0.0206, COP (""ConocoPhillips""): 0.0202, QCOM (""Qualcomm Inc""): 0.0197, TGT (""Target Corp""): 0.0197, COST (""Costco Wholesale Corp""): 0.0194, GILD (""Gilead Sciences Inc""): 0.0193, EIX (""Edison International""): 0.0192",0.4084,2021-06-30,0.0608,0.0,0.0738,0.0,0.0537,0.0,0.6205,0.2409,0.2263,0.1176,10.0,4.0,0.51622,0.35706,-0.12348,0.30265,0.12869,0.0259,-0.08106,0.37728,0.0854,-0.17724,0.08193,0.38413,-0.50283,0.42047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,1.27,2.06,85.71,24.61,0.95,18.04,4.2,1.25,1.86,82.57,19.94,1.06,17.02,0.12,1.25,1.08,82.9,19.22,0.64,8.94
ERY,AmericaFirst Income Fund Class ,AmericaFirst Income Fund Class U,Trading--Inverse Equity,AmericaFirst Funds,PCX,NYSEArca,1654406,3110250.0,25979456.0,11.501,15.242,25.92,0.71642,36.18,-24.52,-0.67772,10.26,1.4,0.13645,"The investment seeks a high rate of current income with less volatility than common stocks as measured by the standard deviation; it seeks total return as a secondary investment objective. The fund invests in a portfolio of high income securities that may include stocks, preferred stocks, master limited partnerships, convertible preferred stock, convertible bonds, real estate investment trusts, and bonds selected by applying a rules-based model.",0.0,2008-11-06,0.0,None,None,0.0105,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POIXX (""Federated Hermes Instl Prime Obl IS""): 0.0765, NRG (""NRG Energy Inc""): 0.0232, LLY (""Eli Lilly and Co""): 0.0213, WELL (""Welltower Inc""): 0.0206, COP (""ConocoPhillips""): 0.0202, QCOM (""Qualcomm Inc""): 0.0197, TGT (""Target Corp""): 0.0197, COST (""Costco Wholesale Corp""): 0.0194, GILD (""Gilead Sciences Inc""): 0.0193, EIX (""Edison International""): 0.0192",0.7341,2021-06-30,-0.5958,0.0,-0.1038,0.0,-0.241,0.0,-0.7176,-0.2446,-0.2818,-0.2897,3.0,9.0,-0.1181,-0.38458,0.44178,-0.05544,-0.67416,0.39581,0.04421,-0.57097,-0.3098,-0.50044,-0.6,-0.69549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.02,-3.93,0.72,73.0,85.63,0.09,6.54,54.81,-3.8,-0.52,61.76,72.85,-0.1,7.7,38.2,-3.61,-1.04,57.0,65.02,-0.2,8.2
ESG,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class C,Large Blend,Invesco,BTS,BATS,6035,5770.0,173305744.0,111.053,105.164,27.357,0.23586,115.99,-5.105,-0.04401,88.633,22.252,0.25106,"The investment seeks total return, comprised of current income and capital appreciation. The fund invests under normal circumstances at least 80% of its net assets (plus any borrowings for investment purposes) in senior secured floating rate loans made by banks and other lending institutions and in senior secured floating rate debt instruments, and in derivatives and other instruments that have economic characteristics similar to such securities. It may invest up to 100% of its net assets in floating rate loans and floating rate debt securities that are determined to be below investment grade.",0.0114,2016-07-13,0.66,Blend,Large,0.0032,0.0036,0.9944,0.0,0.0141,0.1303,0.1473,0.0659,0.0356,0.1198,0.14,0.0565,0.0254,0.2538,0.0115,4.74,17.92,26.26,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AGPXX (""Invesco Shrt-Trm Inv Gov&Agcy Instl""): 0.0705, LPCXX (""Invesco Shrt-Trm Inv Liq Assets Corp""): 0.0504, ""1011778 B. C. Unlimited Liability Company Term Loan B4"": 0.0072, ""Intelsat Jackson Holdings S. A. 2017 Term Loan B3"": 0.0068, ""Monitronics International Inc. Takeback Term Loan"": 0.0064, ""Spin Holdco Inc. 2021 Term Loan"": 0.0064, ""Petsmart, Inc. 2021 Term Loan B"": 0.0059, ""Cengage Learning, Inc. 2016 Term Loan B"": 0.0058, ""Telesat Canada Term Loan B5"": 0.0058, ""Edelman Financial Center, Llc 2021 Term Loan B"": 0.0057",0.3537,2021-06-30,0.1557,0.075,0.0278,-0.0025,0.0824,0.032,0.4236,0.1961,0.0,0.0,3.0,1.0,0.20825,0.31131,-0.03567,0.21374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.01,1.66,99.37,18.74,0.99,18.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESGA,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class R6,Large Blend,Invesco,PCX,NYSEArca,6543,6480.0,149207552.0,57.748,54.19,14.905,0.24618,60.545,-2.805,-0.04633,45.64,12.1,0.26512,"The investment seeks total return, comprised of current income and capital appreciation. The fund invests under normal circumstances at least 80% of its net assets (plus any borrowings for investment purposes) in senior secured floating rate loans made by banks and other lending institutions and in senior secured floating rate debt instruments, and in derivatives and other instruments that have economic characteristics similar to such securities. It may invest up to 100% of its net assets in floating rate loans and floating rate debt securities that are determined to be below investment grade.",0.0,2020-07-15,0.1,Blend,Large,0.0039,0.0036,0.9976,0.0,0.0274,0.0925,0.1342,0.0634,0.0169,0.1646,0.1265,0.1021,0.0194,0.2362,0.0168,5.44,20.76,29.04,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AGPXX (""Invesco Shrt-Trm Inv Gov&Agcy Instl""): 0.0705, LPCXX (""Invesco Shrt-Trm Inv Liq Assets Corp""): 0.0504, ""1011778 B. C. Unlimited Liability Company Term Loan B4"": 0.0072, ""Intelsat Jackson Holdings S. A. 2017 Term Loan B3"": 0.0068, ""Monitronics International Inc. Takeback Term Loan"": 0.0064, ""Spin Holdco Inc. 2021 Term Loan"": 0.0064, ""Petsmart, Inc. 2021 Term Loan B"": 0.0059, ""Cengage Learning, Inc. 2016 Term Loan B"": 0.0058, ""Telesat Canada Term Loan B5"": 0.0058, ""Edelman Financial Center, Llc 2021 Term Loan B"": 0.0057",0.3209,2021-06-30,0.1479,0.075,0.0274,-0.0025,0.0882,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESGG,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class Y,None,Invesco,BTS,BATS,2770,5610.0,175451968.0,147.001,140.679,32.62,0.21263,153.41,-7.651,-0.04987,120.79,24.969,0.20671,"The investment seeks total return, comprised of current income and capital appreciation. The fund invests under normal circumstances at least 80% of its net assets (plus any borrowings for investment purposes) in senior secured floating rate loans made by banks and other lending institutions and in senior secured floating rate debt instruments, and in derivatives and other instruments that have economic characteristics similar to such securities. It may invest up to 100% of its net assets in floating rate loans and floating rate debt securities that are determined to be below investment grade.",0.013,2016-07-13,0.58,Blend,Large,0.0042,0.0,0.0,0.0,0.0291,0.1078,0.1501,0.0734,0.0339,0.1313,0.1244,0.0798,0.0138,0.2413,0.0151,3.1,15.22,24.21,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AGPXX (""Invesco Shrt-Trm Inv Gov&Agcy Instl""): 0.0705, LPCXX (""Invesco Shrt-Trm Inv Liq Assets Corp""): 0.0504, ""1011778 B. C. Unlimited Liability Company Term Loan B4"": 0.0072, ""Intelsat Jackson Holdings S. A. 2017 Term Loan B3"": 0.0068, ""Monitronics International Inc. Takeback Term Loan"": 0.0064, ""Spin Holdco Inc. 2021 Term Loan"": 0.0064, ""Petsmart, Inc. 2021 Term Loan B"": 0.0059, ""Cengage Learning, Inc. 2016 Term Loan B"": 0.0058, ""Telesat Canada Term Loan B5"": 0.0058, ""Edelman Financial Center, Llc 2021 Term Loan B"": 0.0057",0.3086,2021-06-30,0.1397,0.0,0.0185,0.0,0.0823,0.0,0.3907,0.1638,0.0,0.0,3.0,1.0,0.17532,0.29274,-0.0849,0.23863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.98,1.41,98.34,17.83,0.88,15.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
